Date,day_of_week,is_weekend,festival,aqi,temperature_c,accident_count,patient_count,bed_count,advisory,most_required_med_category,staff_required_total,staff_required_details,Antibiotic,Analgesic,Antipyretic,Respiratory,Cardiovascular,Diabetes,Gastrointestinal,Anti-allergic,ORS,PPE
2019-06-12,2,0,None,145,28,14,186,183,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",34,44,21,24,7,9,12,2,12,164
2019-06-13,3,0,None,167,27,16,223,197,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",41,57,23,22,1,11,12,3,9,213
2019-06-14,4,0,None,72,27,21,212,227,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",41,72,25,20,7,10,16,6,18,188
2019-06-15,5,1,None,82,27,22,241,237,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",54,81,30,17,9,6,16,9,13,204
2019-06-16,6,1,None,127,28,16,182,225,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",33,65,20,19,8,4,14,4,10,145
2019-06-17,0,0,None,47,28,22,201,223,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",40,60,20,28,4,7,19,1,15,151
2019-06-18,1,0,None,118,27,16,173,202,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",36,50,36,27,4,11,12,0,4,145
2019-06-19,2,0,None,74,28,22,171,200,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",32,64,20,22,10,5,14,4,16,149
2019-06-20,3,0,None,82,28,25,163,185,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",36,58,15,12,4,7,10,3,3,136
2019-06-21,4,0,None,57,28,17,141,165,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",34,45,18,21,4,5,3,2,6,105
2019-06-22,5,1,None,99,29,21,181,166,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",28,50,24,17,7,3,15,5,7,159
2019-06-23,6,1,None,74,28,18,184,174,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",47,70,27,24,3,11,13,1,10,145
2019-06-24,0,0,None,43,28,22,185,196,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",51,56,23,22,4,4,13,2,13,137
2019-06-25,1,0,None,27,28,24,256,214,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",50,66,26,18,1,12,9,9,12,228
2019-06-26,2,0,None,88,28,19,187,226,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",31,51,23,16,4,10,10,1,11,168
2019-06-27,3,0,None,99,27,22,144,207,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",34,49,16,16,5,8,8,3,4,121
2019-06-28,4,0,None,95,27,15,134,173,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",26,39,12,8,1,7,10,3,12,129
2019-06-29,5,1,None,95,27,19,204,174,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",55,51,41,18,7,4,14,2,11,178
2019-06-30,6,1,None,120,26,17,177,189,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",34,65,18,21,5,4,14,5,9,164
2019-07-01,0,0,None,97,26,21,184,195,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",39,48,19,15,6,8,8,3,8,148
2019-07-02,1,0,None,34,27,20,175,185,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",52,50,18,12,3,3,8,5,6,139
2019-07-03,2,0,None,105,27,12,184,187,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",42,43,29,13,3,6,11,3,16,161
2019-07-04,3,0,None,71,27,17,150,187,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",28,42,31,14,3,8,13,5,6,136
2019-07-05,4,0,None,60,27,21,175,183,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",43,47,25,12,4,9,9,6,9,141
2019-07-06,5,1,None,104,26,25,355,248,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,76,"{""nurses"":45,""doctors"":18,""support"":13}",72,92,146,42,10,14,21,14,16,487
2019-07-07,6,1,None,72,27,22,404,327,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,86,"{""nurses"":51,""doctors"":21,""support"":14}",89,109,143,43,21,22,29,5,18,872
2019-07-08,0,0,None,124,27,13,487,444,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,101,"{""nurses"":61,""doctors"":25,""support"":15}",86,115,180,53,14,18,27,9,27,1126
2019-07-09,1,0,None,88,27,23,623,534,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,128,"{""nurses"":78,""doctors"":32,""support"":18}",107,132,181,63,16,22,42,16,33,1095
2019-07-10,2,0,None,111,26,24,438,538,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,91,"{""nurses"":55,""doctors"":22,""support"":14}",90,106,205,44,15,20,21,10,27,637
2019-07-11,3,0,None,108,27,18,335,493,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",66,77,116,42,9,5,14,2,21,704
2019-07-12,4,0,None,87,27,15,207,352,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",47,62,24,15,4,13,13,6,6,165
2019-07-13,5,1,None,101,27,27,208,261,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",70,55,16,16,7,13,20,4,7,173
2019-07-14,6,1,None,115,27,18,152,203,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",28,40,22,14,1,3,4,4,15,119
2019-07-15,0,0,None,102,27,15,193,204,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",55,56,16,20,6,10,14,4,9,171
2019-07-16,1,0,None,57,27,220,407,267,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,86,"{""nurses"":51,""doctors"":21,""support"":14}",159,231,53,44,11,19,22,10,15,497
2019-07-17,2,0,None,90,27,17,219,290,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",39,65,18,13,6,9,18,6,14,161
2019-07-18,3,0,None,92,27,16,202,290,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",50,54,31,22,3,6,9,7,16,172
2019-07-19,4,0,None,96,28,18,159,210,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",44,51,19,11,7,6,11,4,5,136
2019-07-20,5,1,None,84,28,22,190,191,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",34,41,22,14,4,6,7,6,5,160
2019-07-21,6,1,None,120,27,29,130,169,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",30,34,15,12,3,9,14,3,6,136
2019-07-22,0,0,None,92,28,24,174,181,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",45,54,11,16,3,12,18,2,7,145
2019-07-23,1,0,None,158,27,24,135,149,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",37,39,15,19,6,5,10,3,7,129
2019-07-24,2,0,None,137,27,16,132,161,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",28,35,20,12,2,8,9,2,10,110
2019-07-25,3,0,None,49,27,17,130,137,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",28,37,11,10,3,6,9,1,8,132
2019-07-26,4,0,None,88,26,18,193,159,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",49,54,19,9,6,12,9,9,13,179
2019-07-27,5,1,None,119,26,32,219,192,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",58,61,25,25,11,13,14,5,14,215
2019-07-28,6,1,None,56,27,32,206,223,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",37,53,23,16,4,7,13,1,9,189
2019-07-29,0,0,None,98,26,16,246,231,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",50,76,24,26,10,9,14,5,9,207
2019-07-30,1,0,None,71,26,24,139,213,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",41,47,22,13,4,7,14,3,7,131
2019-07-31,2,0,None,132,26,23,174,195,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",47,53,17,18,2,1,8,2,12,138
2019-08-01,3,0,None,73,27,16,176,172,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",36,54,26,21,8,5,10,5,10,156
2019-08-02,4,0,None,136,26,13,198,191,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",33,37,24,15,5,3,14,3,13,171
2019-08-03,5,1,None,71,26,24,209,214,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",52,63,25,15,4,12,17,5,7,179
2019-08-04,6,1,None,84,26,20,177,212,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",46,45,25,26,5,6,8,3,11,163
2019-08-05,0,0,None,89,26,12,223,217,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",57,62,25,32,8,10,19,4,6,163
2019-08-06,1,0,None,74,26,25,179,207,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",58,65,30,8,4,4,12,3,7,146
2019-08-07,2,0,None,165,27,25,185,216,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",30,61,26,28,5,5,12,5,8,158
2019-08-08,3,0,None,110,27,17,157,178,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",27,36,21,17,5,2,10,1,5,137
2019-08-09,4,0,None,107,27,23,198,197,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",37,51,22,27,7,6,12,3,6,166
2019-08-10,5,1,None,131,27,28,181,185,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",50,69,21,19,3,8,14,7,4,166
2019-08-11,6,1,None,84,27,20,199,211,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",49,54,26,19,12,8,18,3,3,164
2019-08-12,0,0,None,101,27,25,154,183,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",41,62,25,16,3,6,5,4,7,161
2019-08-13,1,0,None,95,27,22,333,247,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",63,68,87,32,10,19,29,6,16,638
2019-08-14,2,0,None,109,27,24,445,334,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,93,"{""nurses"":56,""doctors"":23,""support"":14}",95,105,197,41,11,18,24,11,19,595
2019-08-15,3,0,None,97,26,32,620,487,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,127,"{""nurses"":78,""doctors"":31,""support"":18}",110,157,163,57,17,25,37,13,37,1103
2019-08-16,4,0,None,108,27,23,485,547,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,101,"{""nurses"":61,""doctors"":25,""support"":15}",102,124,181,55,7,12,23,11,23,1150
2019-08-17,5,1,None,122,27,13,361,517,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,78,"{""nurses"":46,""doctors"":19,""support"":13}",74,101,180,35,7,17,14,3,23,517
2019-08-18,6,1,None,125,27,26,386,439,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,82,"{""nurses"":49,""doctors"":20,""support"":13}",89,102,161,30,17,17,24,7,24,691
2019-08-19,0,0,None,136,27,22,292,372,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",47,90,102,26,9,12,20,6,11,632
2019-08-20,1,0,None,46,27,15,275,337,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",61,71,95,32,12,9,14,12,13,483
2019-08-21,2,0,None,59,27,12,151,256,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",34,48,18,21,5,3,8,4,9,148
2019-08-22,3,0,None,51,26,30,196,214,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",56,77,32,16,4,8,8,1,6,198
2019-08-23,4,0,None,109,26,19,201,200,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",51,61,13,24,7,10,7,7,5,154
2019-08-24,5,1,None,44,26,29,159,192,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",41,41,21,16,2,7,11,2,7,148
2019-08-25,6,1,None,52,26,28,203,206,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",43,72,17,22,5,6,13,2,10,194
2019-08-26,0,0,None,100,27,24,217,201,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",63,62,23,25,4,7,10,5,11,208
2019-08-27,1,0,GaneshChaturthi,203,26,41,246,237,Air Quality Alert: masks recommended; increase respiratory stock,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",63,98,24,24,7,7,11,3,11,232
2019-08-28,2,0,GaneshChaturthi,222,26,32,251,247,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",78,80,38,38,4,9,13,5,10,210
2019-08-29,3,0,GaneshChaturthi,80,27,41,276,278,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",79,132,30,32,9,10,22,7,19,242
2019-08-30,4,0,GaneshChaturthi,143,27,37,259,277,Normal,PPE,57,"{""nurses"":33,""doctors"":13,""support"":11}",78,109,46,39,5,10,15,3,9,234
2019-08-31,5,1,GaneshChaturthi,164,27,33,231,275,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",56,100,31,22,10,11,17,3,7,199
2019-09-01,6,1,GaneshChaturthi,232,27,44,242,254,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",76,92,18,25,4,19,15,4,8,213
2019-09-02,0,0,GaneshChaturthi,247,27,52,290,269,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",76,98,38,35,11,7,11,9,7,245
2019-09-03,1,0,None,95,26,19,260,279,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,57,"{""nurses"":33,""doctors"":13,""support"":11}",56,68,37,28,12,6,18,7,14,233
2019-09-04,2,0,None,95,26,12,215,271,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",59,58,40,21,8,7,10,5,12,167
2019-09-05,3,0,None,75,26,26,174,224,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",44,66,10,16,4,6,11,6,9,121
2019-09-06,4,0,None,72,26,22,209,217,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",45,72,21,21,7,6,12,8,7,166
2019-09-07,5,1,None,103,27,17,192,202,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",37,58,27,17,3,4,12,5,9,152
2019-09-08,6,1,None,39,26,28,169,203,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",43,79,22,17,2,3,11,4,14,155
2019-09-09,0,0,None,137,27,18,165,191,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",43,58,16,18,7,8,9,4,6,123
2019-09-10,1,0,None,121,27,19,202,198,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",38,57,25,19,3,10,11,2,6,194
2019-09-11,2,0,None,88,27,27,174,199,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",47,60,19,15,7,9,12,4,9,164
2019-09-12,3,0,None,42,26,27,239,222,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",53,58,40,26,2,15,19,7,9,202
2019-09-13,4,0,None,131,26,23,209,227,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",54,62,14,24,10,6,11,9,8,187
2019-09-14,5,1,None,97,26,17,151,206,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",25,45,11,19,7,2,7,4,11,129
2019-09-15,6,1,None,125,26,21,206,209,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",41,57,32,18,9,5,13,5,9,200
2019-09-16,0,0,None,37,26,15,162,178,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",29,41,18,20,4,12,11,3,12,143
2019-09-17,1,0,None,124,27,24,177,198,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",37,61,13,18,5,5,11,7,7,154
2019-09-18,2,0,None,104,27,16,171,187,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",31,44,21,18,3,6,13,6,10,147
2019-09-19,3,0,None,51,26,18,157,176,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",40,48,21,22,5,9,7,4,7,164
2019-09-20,4,0,None,77,27,22,139,168,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",47,47,19,13,2,4,7,2,6,108
2019-09-21,5,1,None,79,27,24,198,177,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",48,62,29,20,8,8,10,4,13,166
2019-09-22,6,1,None,102,27,23,146,176,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",45,37,30,17,2,8,10,1,6,109
2019-09-23,0,0,None,84,27,17,182,189,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",51,40,23,23,5,10,19,5,16,148
2019-09-24,1,0,None,91,27,9,145,176,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",26,35,21,15,5,14,12,8,2,110
2019-09-25,2,0,None,87,27,17,206,189,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",49,52,27,18,3,6,7,4,9,179
2019-09-26,3,0,None,100,27,19,240,212,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",52,78,22,22,8,14,15,3,21,204
2019-09-27,4,0,None,85,26,14,251,253,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",48,66,34,23,9,9,14,4,11,203
2019-09-28,5,1,None,58,27,17,211,249,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",47,65,24,22,7,4,10,8,9,186
2019-09-29,6,1,None,147,27,28,188,224,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",45,70,27,24,4,3,13,4,9,179
2019-09-30,0,0,None,104,27,29,254,228,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",64,84,33,21,4,7,18,7,16,230
2019-10-01,1,0,None,215,27,26,227,243,Air Quality Alert: masks recommended; increase respiratory stock,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",60,81,30,28,5,10,9,5,6,195
2019-10-02,2,0,None,314,27,16,274,266,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",56,66,41,34,7,9,25,3,15,226
2019-10-03,3,0,Navratri,128,27,13,229,265,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",46,63,27,22,9,7,11,7,13,189
2019-10-04,4,0,Navratri,246,27,21,289,278,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",54,72,24,42,15,19,18,9,13,273
2019-10-05,5,1,Navratri,297,27,19,256,271,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",52,67,32,40,10,4,18,4,14,212
2019-10-06,6,1,Navratri,276,27,27,233,274,Air Quality Alert: masks recommended; increase respiratory stock,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",46,61,33,26,6,6,17,5,11,211
2019-10-07,0,0,Navratri,230,28,21,212,243,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",51,64,25,26,2,8,10,4,16,204
2019-10-08,1,0,None,104,28,19,152,216,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",36,41,19,16,6,8,9,5,6,116
2019-10-09,2,0,Navratri,50,28,16,285,225,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",68,67,31,24,10,12,17,6,16,234
2019-10-10,3,0,None,300,28,22,228,237,Air Quality Alert: masks recommended; increase respiratory stock,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",41,68,28,24,7,8,16,2,8,175
2019-10-11,4,0,None,194,29,20,185,248,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",38,67,21,29,7,8,9,4,8,165
2019-10-12,5,1,None,88,28,23,195,221,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",37,55,19,18,4,10,14,4,6,162
2019-10-13,6,1,None,265,28,27,199,205,Air Quality Alert: masks recommended; increase respiratory stock,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",52,53,23,32,7,9,11,1,9,167
2019-10-14,0,0,None,242,29,18,143,187,Air Quality Alert: masks recommended; increase respiratory stock,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",41,56,25,20,2,9,12,1,8,126
2019-10-15,1,0,None,212,29,17,240,204,Air Quality Alert: masks recommended; increase respiratory stock,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",50,74,28,19,7,10,15,10,13,219
2019-10-16,2,0,None,331,28,17,169,199,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",36,48,20,24,10,8,6,4,16,121
2019-10-17,3,0,None,295,28,19,197,219,Air Quality Alert: masks recommended; increase respiratory stock,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",39,64,29,26,5,5,6,1,7,137
2019-10-18,4,0,None,142,28,15,190,199,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",37,48,26,24,7,11,4,7,10,158
2019-10-19,5,1,None,245,26,23,248,218,Air Quality Alert: masks recommended; increase respiratory stock,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",58,61,39,41,5,7,17,11,10,224
2019-10-20,6,1,None,264,25,27,272,253,Air Quality Alert: masks recommended; increase respiratory stock,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",69,71,34,33,7,11,13,6,9,240
2019-10-21,0,0,None,185,26,30,175,250,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",42,48,15,15,4,5,17,4,8,149
2019-10-22,1,0,Diwali,274,26,36,324,265,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,70,"{""nurses"":41,""doctors"":17,""support"":12}",71,98,31,49,9,18,21,9,11,290
2019-10-23,2,0,Diwali,277,25,44,264,266,Air Quality Alert: masks recommended; increase respiratory stock,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",66,95,25,44,10,11,25,6,13,215
2019-10-24,3,0,Diwali,423,27,31,360,328,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,76,"{""nurses"":45,""doctors"":18,""support"":13}",78,99,40,76,13,22,23,8,21,292
2019-10-25,4,0,Diwali,200,26,43,344,344,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,73,"{""nurses"":43,""doctors"":18,""support"":12}",71,115,48,54,4,12,22,7,20,289
2019-10-26,5,1,None,175,26,16,287,348,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",60,70,38,30,7,8,17,6,9,224
2019-10-27,6,1,None,350,27,19,203,288,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",55,54,25,26,8,10,11,5,9,174
2019-10-28,0,0,None,138,26,16,206,248,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",52,55,23,20,6,7,10,7,14,191
2019-10-29,1,0,None,158,27,12,214,215,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",46,46,30,17,7,7,11,4,12,163
2019-10-30,2,0,None,95,28,26,169,206,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",35,62,28,14,5,9,15,4,12,155
2019-10-31,3,0,None,249,29,18,212,207,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",56,71,24,27,8,14,17,8,6,188
2019-11-01,4,0,None,253,27,19,208,209,Air Quality Alert: masks recommended; increase respiratory stock,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",45,56,28,27,8,12,10,4,8,157
2019-11-02,5,1,None,226,27,17,316,256,Air Quality Alert: masks recommended; increase respiratory stock,PPE,68,"{""nurses"":40,""doctors"":16,""support"":12}",65,94,49,49,9,11,22,5,13,270
2019-11-03,6,1,None,106,27,15,228,272,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",42,55,32,21,12,12,15,10,9,192
2019-11-04,0,0,None,318,27,22,287,297,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",55,65,48,40,13,19,23,8,14,257
2019-11-05,1,0,None,194,27,20,245,266,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",53,65,23,23,4,8,14,6,10,209
2019-11-06,2,0,None,251,27,13,278,283,Air Quality Alert: masks recommended; increase respiratory stock,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",53,74,25,34,7,11,19,7,11,243
2019-11-07,3,0,None,207,27,24,293,291,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",63,82,30,39,12,17,22,6,15,246
2019-11-08,4,0,None,113,26,13,235,291,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",50,56,30,21,8,6,11,4,6,192
2019-11-09,5,1,None,260,26,20,306,288,Air Quality Alert: masks recommended; increase respiratory stock,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",71,64,41,29,4,10,14,1,23,284
2019-11-10,6,1,None,419,26,30,333,311,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",73,108,51,59,8,21,12,7,12,264
2019-11-11,0,0,None,212,26,18,302,339,Air Quality Alert: masks recommended; increase respiratory stock,PPE,66,"{""nurses"":38,""doctors"":16,""support"":12}",63,77,27,44,11,9,15,6,15,243
2019-11-12,1,0,None,245,27,24,254,319,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",54,68,28,29,6,8,17,4,18,230
2019-11-13,2,0,None,159,28,15,202,272,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",35,50,25,16,4,7,11,5,9,143
2019-11-14,3,0,None,219,27,22,286,268,Air Quality Alert: masks recommended; increase respiratory stock,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",61,65,39,37,11,10,26,6,16,235
2019-11-15,4,0,None,285,27,21,263,265,Air Quality Alert: masks recommended; increase respiratory stock,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",54,66,29,33,7,11,21,7,18,206
