Date,day_of_week,is_weekend,festival,aqi,temperature_c,accident_count,patient_count,bed_count,advisory,most_required_med_category,staff_required_total,staff_required_details,Antibiotic,Analgesic,Antipyretic,Respiratory,Cardiovascular,Diabetes,Gastrointestinal,Anti-allergic,ORS,PPE
2022-06-11,5,1,None,82,27,16,126,164,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",28,38,18,15,5,8,9,3,4,90
2022-06-12,6,1,None,20,27,30,165,170,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",48,63,21,13,4,9,5,1,10,153
2022-06-13,0,0,None,145,28,14,233,191,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",45,60,22,25,8,9,22,4,14,211
2022-06-14,1,0,None,167,28,16,232,222,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",43,62,24,23,1,11,12,3,9,219
2022-06-15,2,0,None,72,28,21,200,241,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",38,66,23,19,7,9,12,4,14,150
2022-06-16,3,0,None,82,28,20,250,240,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",55,69,25,30,4,17,17,3,12,229
2022-06-17,4,0,None,127,28,15,186,229,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",47,63,23,25,5,11,13,2,6,162
2022-06-18,5,1,None,47,28,24,158,205,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",46,53,20,15,4,3,11,0,6,161
2022-06-19,6,1,None,118,27,18,171,180,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",37,43,30,23,2,6,7,6,8,135
2022-06-20,0,0,None,74,26,22,173,171,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",37,51,14,19,9,9,8,3,16,153
2022-06-21,1,0,None,82,26,25,138,173,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",34,52,12,10,3,4,9,3,5,125
2022-06-22,2,0,None,57,27,17,199,183,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",45,45,19,19,4,8,15,1,6,168
2022-06-23,3,0,None,99,26,19,161,185,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",40,44,18,17,7,3,10,6,7,127
2022-06-24,4,0,None,74,27,17,182,194,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",44,48,19,23,8,4,8,3,10,145
2022-06-25,5,1,None,43,27,24,245,211,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",47,63,24,22,8,11,20,3,13,201
2022-06-26,6,1,None,27,26,26,194,213,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",42,59,24,21,8,8,13,4,10,165
2022-06-27,0,0,None,88,27,19,179,216,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",41,53,20,24,4,8,14,2,11,150
2022-06-28,1,0,None,99,27,22,125,182,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",26,39,13,18,3,2,8,1,8,129
2022-06-29,2,0,None,95,27,15,204,182,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",40,46,21,19,10,9,8,6,6,159
2022-06-30,3,0,None,95,26,17,161,175,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",37,38,18,18,6,8,6,5,9,132
2022-07-01,4,0,None,120,26,16,172,183,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",47,53,17,17,6,7,14,4,5,140
2022-07-02,5,1,None,97,26,23,220,189,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",48,57,26,28,6,7,21,0,8,190
2022-07-03,6,1,None,34,26,22,178,198,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",51,47,18,26,3,7,6,3,8,142
2022-07-04,0,0,None,105,26,12,155,192,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",27,42,22,17,8,3,9,4,4,132
2022-07-05,1,0,None,71,26,17,140,162,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",39,41,17,10,4,5,8,4,6,106
2022-07-06,2,0,None,60,26,21,350,229,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,74,"{""nurses"":44,""doctors"":18,""support"":12}",78,95,104,32,14,19,13,7,14,671
2022-07-07,3,0,None,104,26,23,422,328,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,89,"{""nurses"":53,""doctors"":22,""support"":14}",91,109,184,42,12,18,20,12,18,973
2022-07-08,4,0,None,72,26,20,533,460,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,110,"{""nurses"":67,""doctors"":27,""support"":16}",112,121,220,63,22,28,37,10,23,853
2022-07-09,5,1,None,124,26,15,538,530,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,111,"{""nurses"":68,""doctors"":27,""support"":16}",100,126,148,60,12,23,32,10,25,1038
2022-07-10,6,1,None,88,25,25,484,552,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,101,"{""nurses"":61,""doctors"":25,""support"":15}",86,113,189,53,15,14,25,11,26,993
2022-07-11,0,0,None,111,25,24,388,490,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,82,"{""nurses"":49,""doctors"":20,""support"":13}",83,97,187,39,13,18,19,10,24,714
2022-07-12,1,0,None,108,25,18,182,377,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",37,44,16,25,6,4,12,4,8,174
2022-07-13,2,0,None,87,25,15,189,269,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",41,59,21,17,9,7,8,4,3,137
2022-07-14,3,0,None,101,26,24,163,196,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",33,56,27,15,1,12,7,3,2,146
2022-07-15,4,0,None,115,27,16,202,194,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",55,56,21,21,3,5,14,6,10,161
2022-07-16,5,1,None,102,27,208,380,263,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,80,"{""nurses"":48,""doctors"":19,""support"":13}",146,221,58,41,7,16,18,6,22,410
2022-07-17,6,1,None,57,27,32,238,291,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",57,68,33,25,7,7,16,4,11,207
2022-07-18,0,0,None,90,26,17,214,299,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",42,42,27,24,6,9,7,3,9,164
2022-07-19,1,0,None,92,26,16,158,223,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",42,48,16,9,4,6,8,8,6,122
2022-07-20,2,0,None,96,26,18,178,200,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",39,51,22,11,8,6,13,5,10,179
2022-07-21,3,0,None,84,27,20,133,163,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",43,49,11,9,6,6,3,3,5,120
2022-07-22,4,0,None,120,27,26,145,156,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",31,42,14,17,3,3,9,1,8,106
2022-07-23,5,1,None,92,26,31,154,148,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",43,54,18,14,9,14,10,3,5,144
2022-07-24,6,1,None,74,26,22,152,161,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",41,26,20,14,8,7,9,3,10,132
2022-07-25,0,0,None,76,26,19,161,159,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",29,53,17,22,5,6,4,4,7,114
2022-07-26,1,0,None,77,26,18,188,182,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",49,62,15,17,9,9,12,4,11,155
2022-07-27,2,0,None,59,26,9,173,184,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",36,28,26,23,6,5,10,4,12,123
2022-07-28,3,0,None,88,27,18,197,206,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",48,58,22,22,8,9,14,3,18,185
2022-07-29,4,0,None,119,28,29,215,210,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",46,53,19,24,5,7,16,6,12,181
2022-07-30,5,1,None,56,28,32,158,208,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",39,58,19,15,2,7,12,2,8,147
2022-07-31,6,1,None,98,28,18,203,199,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",48,49,25,24,5,9,12,2,10,193
2022-08-01,0,0,None,71,27,24,172,184,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",39,67,20,19,4,7,20,4,5,149
2022-08-02,1,0,None,132,27,23,175,189,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",37,60,23,18,7,9,13,6,7,147
2022-08-03,2,0,None,73,27,16,206,202,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",42,58,26,29,4,9,6,2,9,161
2022-08-04,3,0,None,136,27,13,225,217,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",41,67,27,15,9,10,14,6,8,180
2022-08-05,4,0,None,71,26,22,203,232,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",47,52,22,25,7,7,13,4,13,190
2022-08-06,5,1,None,84,26,20,162,207,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",41,68,16,19,2,5,6,6,7,143
2022-08-07,6,1,None,89,26,14,191,202,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",38,69,31,23,4,7,11,3,3,142
2022-08-08,0,0,None,74,26,25,145,179,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",53,53,25,8,4,4,9,1,7,142
2022-08-09,1,0,None,165,26,25,182,178,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",53,49,23,21,6,5,8,10,12,162
2022-08-10,2,0,None,110,26,17,175,180,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",30,47,25,12,6,4,12,4,10,138
2022-08-11,3,0,None,107,27,23,227,214,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",47,75,19,23,5,6,9,6,11,196
2022-08-12,4,0,None,131,27,15,162,196,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",38,66,15,14,2,11,6,4,18,126
2022-08-13,5,1,None,84,27,20,347,262,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,74,"{""nurses"":44,""doctors"":18,""support"":12}",69,86,98,38,14,11,22,6,18,498
2022-08-14,6,1,None,101,27,27,361,315,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,78,"{""nurses"":46,""doctors"":19,""support"":13}",73,107,81,40,10,11,20,6,11,468
2022-08-15,0,0,None,95,26,22,510,430,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,106,"{""nurses"":64,""doctors"":26,""support"":16}",99,127,179,54,13,22,26,15,31,671
2022-08-16,1,0,None,109,26,24,534,495,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,110,"{""nurses"":67,""doctors"":27,""support"":16}",114,136,258,49,13,19,33,9,31,1285
2022-08-17,2,0,None,97,26,32,471,531,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,98,"{""nurses"":59,""doctors"":24,""support"":15}",91,132,215,43,17,14,30,10,30,1044
2022-08-18,3,0,None,108,26,23,476,526,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,99,"{""nurses"":60,""doctors"":24,""support"":15}",83,118,243,59,16,19,32,12,19,1012
2022-08-19,4,0,None,122,26,18,279,428,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",66,73,147,35,8,4,16,2,18,435
2022-08-20,5,1,None,73,26,26,374,397,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,79,"{""nurses"":47,""doctors"":19,""support"":13}",88,98,144,28,16,17,24,7,23,585
2022-08-21,6,1,None,136,26,25,162,294,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",26,61,15,13,3,8,10,0,9,146
2022-08-22,0,0,None,46,26,15,142,233,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",29,46,19,15,4,12,7,5,6,115
2022-08-23,1,0,None,59,26,12,200,183,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",37,46,22,13,5,10,16,0,5,185
2022-08-24,2,0,None,51,26,30,174,179,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",45,45,21,20,4,5,9,1,7,164
2022-08-25,3,0,None,109,26,19,182,194,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",52,48,18,16,7,4,10,3,4,142
2022-08-26,4,0,None,44,26,27,198,196,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",49,60,22,16,6,10,8,3,9,151
2022-08-27,5,1,GaneshChaturthi,189,26,66,297,243,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,64,"{""nurses"":38,""doctors"":15,""support"":11}",109,135,24,41,5,14,17,10,16,292
2022-08-28,6,1,GaneshChaturthi,205,26,44,293,272,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",83,119,44,32,6,12,23,5,10,229
2022-08-29,0,0,GaneshChaturthi,203,26,39,267,306,Air Quality Alert: masks recommended; increase respiratory stock,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",70,99,35,32,8,5,13,4,10,260
2022-08-30,1,0,GaneshChaturthi,222,27,29,238,279,Air Quality Alert: masks recommended; increase respiratory stock,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",75,88,25,35,6,6,13,5,13,201
2022-08-31,2,0,GaneshChaturthi,80,28,42,248,264,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",69,95,42,22,8,8,22,6,14,217
2022-09-01,3,0,GaneshChaturthi,143,27,39,221,247,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",70,85,30,32,0,5,13,2,20,202
2022-09-02,4,0,GaneshChaturthi,164,28,40,216,249,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",62,101,30,31,9,10,14,5,9,176
2022-09-03,5,1,None,81,28,23,221,238,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",39,56,23,28,3,16,12,4,14,187
2022-09-04,6,1,None,107,27,17,244,242,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",33,57,40,22,13,11,18,7,10,193
2022-09-05,0,0,None,117,28,23,184,232,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",47,66,21,18,7,8,16,2,13,182
2022-09-06,1,0,None,73,27,21,214,235,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",53,85,26,19,8,6,15,5,11,173
2022-09-07,2,0,None,69,27,20,182,198,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",43,49,25,16,2,5,12,7,10,145
2022-09-08,3,0,None,75,27,26,187,213,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",25,60,19,19,7,6,11,8,6,188
2022-09-09,4,0,None,72,27,22,185,191,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",38,56,26,22,2,4,19,3,8,157
2022-09-10,5,1,None,103,27,17,188,204,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",43,53,15,14,7,3,9,3,11,163
2022-09-11,6,1,None,39,27,28,152,180,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",34,55,19,18,6,7,9,6,6,143
2022-09-12,0,0,None,137,26,18,210,199,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",53,59,16,17,6,6,12,5,7,175
2022-09-13,1,0,None,121,26,19,208,207,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",44,47,32,25,5,10,9,6,18,181
2022-09-14,2,0,None,88,26,27,160,200,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",37,57,18,20,6,4,7,8,8,143
2022-09-15,3,0,None,42,26,27,225,212,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",56,77,33,19,6,13,12,1,12,184
2022-09-16,4,0,None,131,26,23,200,208,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",49,60,24,21,5,9,19,2,16,172
2022-09-17,5,1,None,97,26,17,179,219,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",44,47,19,21,3,7,11,4,8,154
2022-09-18,6,1,None,125,25,21,187,207,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",46,52,31,16,7,5,17,7,11,181
2022-09-19,0,0,None,37,26,15,161,188,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",37,62,20,12,8,6,12,1,11,145
2022-09-20,1,0,None,124,25,24,148,178,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",47,60,16,16,3,3,7,2,12,137
2022-09-21,2,0,None,104,25,16,179,167,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",45,46,18,16,6,6,11,6,7,150
2022-09-22,3,0,None,51,25,18,129,168,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",36,38,14,23,2,4,11,1,4,103
2022-09-23,4,0,None,77,26,22,170,165,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",34,64,24,15,4,8,11,6,9,155
2022-09-24,5,1,None,79,26,24,164,171,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",51,45,32,16,3,12,11,1,12,144
2022-09-25,6,1,None,102,26,23,186,180,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",43,58,23,26,3,5,5,2,13,160
2022-09-26,0,0,None,84,26,17,214,201,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",48,62,17,33,6,15,10,3,14,186
2022-09-27,1,0,None,91,26,9,234,219,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",41,62,23,34,12,20,11,1,14,186
2022-09-28,2,0,None,87,26,17,227,244,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",53,58,22,18,5,9,13,4,13,176
2022-09-29,3,0,None,100,26,19,196,231,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",44,74,39,20,8,8,8,4,15,164
2022-09-30,4,0,None,85,27,14,217,230,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",44,65,21,20,9,10,17,2,9,186
2022-10-01,5,1,None,136,26,17,185,207,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",40,60,21,24,7,3,13,5,8,168
2022-10-02,6,1,None,373,26,28,264,235,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",58,98,34,35,5,19,12,10,15,243
2022-10-03,0,0,Navratri,259,26,29,314,269,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,68,"{""nurses"":40,""doctors"":16,""support"":12}",76,100,37,41,8,19,17,6,5,265
2022-10-04,1,0,Navratri,215,27,26,329,321,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",75,109,32,31,10,6,14,5,20,280
2022-10-05,2,0,Navratri,314,27,16,271,316,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",52,63,36,40,9,17,13,7,15,227
2022-10-06,3,0,Navratri,128,28,13,208,290,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",35,44,16,25,11,16,12,3,8,156
2022-10-07,4,0,Navratri,246,26,21,227,248,Air Quality Alert: masks recommended; increase respiratory stock,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",54,50,29,37,7,5,16,5,15,179
2022-10-08,5,1,None,297,26,19,206,228,Air Quality Alert: masks recommended; increase respiratory stock,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",50,45,29,31,3,8,11,2,10,177
2022-10-09,6,1,Navratri,276,27,27,289,259,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",72,75,37,38,9,14,14,5,21,240
2022-10-10,0,0,None,230,27,21,184,248,Air Quality Alert: masks recommended; increase respiratory stock,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",33,51,23,26,4,8,15,5,12,179
2022-10-11,1,0,None,104,27,19,174,236,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",30,57,18,15,6,7,10,4,5,134
2022-10-12,2,0,None,50,26,16,183,196,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",46,50,15,21,4,3,14,6,6,149
2022-10-13,3,0,None,300,27,22,208,207,Air Quality Alert: masks recommended; increase respiratory stock,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",48,51,24,31,9,6,12,6,13,164
2022-10-14,4,0,None,194,27,20,145,184,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",40,35,17,14,4,10,9,2,4,120
2022-10-15,5,1,None,88,28,23,255,223,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",57,63,29,31,11,12,20,4,12,209
2022-10-16,6,1,None,265,28,27,188,202,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",46,60,15,23,6,7,7,9,8,190
2022-10-17,0,0,None,242,27,18,158,218,Air Quality Alert: masks recommended; increase respiratory stock,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",33,39,18,21,4,5,11,0,9,144
2022-10-18,1,0,None,212,26,17,211,203,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",43,66,23,27,9,17,15,5,14,165
2022-10-19,2,0,None,331,27,17,232,210,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",55,47,35,32,14,12,12,6,19,202
2022-10-20,3,0,None,295,27,19,289,261,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",43,82,31,33,4,11,20,11,13,238
2022-10-21,4,0,None,142,27,15,154,241,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",28,41,21,8,7,3,14,3,5,120
2022-10-22,5,1,Diwali,261,27,55,376,293,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,79,"{""nurses"":47,""doctors"":19,""support"":13}",79,142,56,59,8,16,26,11,14,343
2022-10-23,6,1,Diwali,292,26,46,252,278,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",57,66,34,43,10,8,10,3,10,198
2022-10-24,0,0,Diwali,389,26,42,334,347,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",63,107,43,69,6,16,19,6,18,291
2022-10-25,1,0,Diwali,257,26,42,326,322,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,70,"{""nurses"":41,""doctors"":17,""support"":12}",79,110,36,45,12,9,21,8,21,277
2022-10-26,2,0,None,253,25,16,278,334,Air Quality Alert: masks recommended; increase respiratory stock,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",62,64,37,31,8,14,15,12,21,236
2022-10-27,3,0,None,208,25,21,194,289,Air Quality Alert: masks recommended; increase respiratory stock,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",44,53,25,16,9,10,12,5,6,170
2022-10-28,4,0,None,110,26,21,191,236,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",54,60,31,24,6,6,14,0,10,163
2022-10-29,5,1,None,351,26,21,271,226,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",57,80,27,44,8,9,16,8,16,226
2022-10-30,6,1,None,350,26,19,219,238,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",44,58,20,35,5,10,17,4,9,217
2022-10-31,0,0,None,138,26,16,177,242,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",48,41,24,15,6,9,11,4,11,143
2022-11-01,1,0,None,158,26,12,181,203,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",44,51,21,18,7,7,8,3,14,156
2022-11-02,2,0,None,95,26,26,229,215,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",54,63,36,26,12,15,14,10,13,179
2022-11-03,3,0,None,249,26,18,309,252,Air Quality Alert: masks recommended; increase respiratory stock,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",67,63,41,39,14,11,18,6,22,211
2022-11-04,4,0,None,253,26,19,321,301,Air Quality Alert: masks recommended; increase respiratory stock,PPE,70,"{""nurses"":41,""doctors"":17,""support"":12}",60,80,38,41,8,11,23,5,13,279
2022-11-05,5,1,None,226,26,17,222,300,Air Quality Alert: masks recommended; increase respiratory stock,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",42,57,31,25,12,12,14,10,8,186
2022-11-06,6,1,None,106,26,15,220,265,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",40,55,38,21,12,15,13,5,12,168
2022-11-07,0,0,None,318,25,22,302,268,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,66,"{""nurses"":38,""doctors"":16,""support"":12}",56,84,35,40,7,11,16,7,16,263
2022-11-08,1,0,None,194,26,20,356,305,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,76,"{""nurses"":45,""doctors"":18,""support"":13}",77,93,42,42,10,18,18,10,20,285
2022-11-09,2,0,None,251,26,13,293,337,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",64,65,35,33,8,14,20,8,14,246
2022-11-10,3,0,None,207,26,24,274,327,Air Quality Alert: masks recommended; increase respiratory stock,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",58,88,30,36,1,6,18,4,14,201
2022-11-11,4,0,None,113,27,13,225,286,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",41,68,22,15,7,3,10,3,18,194
2022-11-12,5,1,None,260,27,20,264,270,Air Quality Alert: masks recommended; increase respiratory stock,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",61,75,29,33,6,11,12,3,15,232
2022-11-13,6,1,None,419,27,30,247,257,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",69,55,19,39,7,12,19,5,8,214
